startTime :2015-01-09 20:30:45 || endTime :2015-01-09 21:30:45 || tweets/hour :1 || average # followers :3317
startTime :2015-01-10 14:30:45 || endTime :2015-01-10 15:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-10 15:30:45 || endTime :2015-01-10 16:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-10 16:30:45 || endTime :2015-01-10 17:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-10 17:30:45 || endTime :2015-01-10 18:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-10 18:30:45 || endTime :2015-01-10 19:30:45 || tweets/hour :1 || average # followers :1141
startTime :2015-01-10 19:30:45 || endTime :2015-01-10 20:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-10 20:30:45 || endTime :2015-01-10 21:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-10 21:30:45 || endTime :2015-01-10 22:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-10 22:30:45 || endTime :2015-01-10 23:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-10 23:30:45 || endTime :2015-01-11 00:30:45 || tweets/hour :1 || average # followers :11444
startTime :2015-01-11 00:30:45 || endTime :2015-01-11 01:30:45 || tweets/hour :1 || average # followers :2072
startTime :2015-01-11 01:30:45 || endTime :2015-01-11 02:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-11 02:30:45 || endTime :2015-01-11 03:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-11 03:30:45 || endTime :2015-01-11 04:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-11 04:30:45 || endTime :2015-01-11 05:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-11 05:30:45 || endTime :2015-01-11 06:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-11 06:30:45 || endTime :2015-01-11 07:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-11 07:30:45 || endTime :2015-01-11 08:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-11 08:30:45 || endTime :2015-01-11 09:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-11 09:30:45 || endTime :2015-01-11 10:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-11 10:30:45 || endTime :2015-01-11 11:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-11 11:30:45 || endTime :2015-01-11 12:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-11 12:30:45 || endTime :2015-01-11 13:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-11 13:30:45 || endTime :2015-01-11 14:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-11 14:30:45 || endTime :2015-01-11 15:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-11 15:30:45 || endTime :2015-01-11 16:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-11 16:30:45 || endTime :2015-01-11 17:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-11 17:30:45 || endTime :2015-01-11 18:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-11 18:30:45 || endTime :2015-01-11 19:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-11 19:30:45 || endTime :2015-01-11 20:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-11 20:30:45 || endTime :2015-01-11 21:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-11 21:30:45 || endTime :2015-01-11 22:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-11 22:30:45 || endTime :2015-01-11 23:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-11 23:30:45 || endTime :2015-01-12 00:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-12 00:30:45 || endTime :2015-01-12 01:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-12 01:30:45 || endTime :2015-01-12 02:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-12 02:30:45 || endTime :2015-01-12 03:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-12 03:30:45 || endTime :2015-01-12 04:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-12 04:30:45 || endTime :2015-01-12 05:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-12 05:30:45 || endTime :2015-01-12 06:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-12 06:30:45 || endTime :2015-01-12 07:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-12 07:30:45 || endTime :2015-01-12 08:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-12 08:30:45 || endTime :2015-01-12 09:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-12 09:30:45 || endTime :2015-01-12 10:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-12 10:30:45 || endTime :2015-01-12 11:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-12 11:30:45 || endTime :2015-01-12 12:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-12 12:30:45 || endTime :2015-01-12 13:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-12 13:30:45 || endTime :2015-01-12 14:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-12 14:30:45 || endTime :2015-01-12 15:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-12 15:30:45 || endTime :2015-01-12 16:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-12 16:30:45 || endTime :2015-01-12 17:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-12 17:30:45 || endTime :2015-01-12 18:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-12 18:30:45 || endTime :2015-01-12 19:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-12 19:30:45 || endTime :2015-01-12 20:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-12 20:30:45 || endTime :2015-01-12 21:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-12 21:30:45 || endTime :2015-01-12 22:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-12 22:30:45 || endTime :2015-01-12 23:30:45 || tweets/hour :1 || average # followers :1307
startTime :2015-01-12 23:30:45 || endTime :2015-01-13 00:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-13 00:30:45 || endTime :2015-01-13 01:30:45 || tweets/hour :1 || average # followers :1170
startTime :2015-01-13 01:30:45 || endTime :2015-01-13 02:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-13 02:30:45 || endTime :2015-01-13 03:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-13 03:30:45 || endTime :2015-01-13 04:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-13 04:30:45 || endTime :2015-01-13 05:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-13 05:30:45 || endTime :2015-01-13 06:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-13 06:30:45 || endTime :2015-01-13 07:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-13 07:30:45 || endTime :2015-01-13 08:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-13 08:30:45 || endTime :2015-01-13 09:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-13 09:30:45 || endTime :2015-01-13 10:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-13 10:30:45 || endTime :2015-01-13 11:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-13 11:30:45 || endTime :2015-01-13 12:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-13 12:30:45 || endTime :2015-01-13 13:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-13 13:30:45 || endTime :2015-01-13 14:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-13 14:30:45 || endTime :2015-01-13 15:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-13 15:30:45 || endTime :2015-01-13 16:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-13 16:30:45 || endTime :2015-01-13 17:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-13 17:30:45 || endTime :2015-01-13 18:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-13 18:30:45 || endTime :2015-01-13 19:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-13 19:30:45 || endTime :2015-01-13 20:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-13 20:30:45 || endTime :2015-01-13 21:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-13 21:30:45 || endTime :2015-01-13 22:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-13 22:30:45 || endTime :2015-01-13 23:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-13 23:30:45 || endTime :2015-01-14 00:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-14 00:30:45 || endTime :2015-01-14 01:30:45 || tweets/hour :1 || average # followers :1304
startTime :2015-01-14 01:30:45 || endTime :2015-01-14 02:30:45 || tweets/hour :1 || average # followers :3386
startTime :2015-01-14 02:30:45 || endTime :2015-01-14 03:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-14 03:30:45 || endTime :2015-01-14 04:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-14 04:30:45 || endTime :2015-01-14 05:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-14 05:30:45 || endTime :2015-01-14 06:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-14 06:30:45 || endTime :2015-01-14 07:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-14 07:30:45 || endTime :2015-01-14 08:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-14 08:30:45 || endTime :2015-01-14 09:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-14 09:30:45 || endTime :2015-01-14 10:30:45 || tweets/hour :1 || average # followers :10875
startTime :2015-01-14 10:30:45 || endTime :2015-01-14 11:30:45 || tweets/hour :1 || average # followers :1645
startTime :2015-01-14 11:30:45 || endTime :2015-01-14 12:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-14 12:30:45 || endTime :2015-01-14 13:30:45 || tweets/hour :3 || average # followers :514
startTime :2015-01-14 13:30:45 || endTime :2015-01-14 14:30:45 || tweets/hour :2 || average # followers :1333
startTime :2015-01-14 14:30:45 || endTime :2015-01-14 15:30:45 || tweets/hour :1 || average # followers :1064
startTime :2015-01-14 15:30:45 || endTime :2015-01-14 16:30:45 || tweets/hour :1 || average # followers :720
startTime :2015-01-14 16:30:45 || endTime :2015-01-14 17:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-14 17:30:45 || endTime :2015-01-14 18:30:45 || tweets/hour :3 || average # followers :1466
startTime :2015-01-14 18:30:45 || endTime :2015-01-14 19:30:45 || tweets/hour :2 || average # followers :104
startTime :2015-01-14 19:30:45 || endTime :2015-01-14 20:30:45 || tweets/hour :4 || average # followers :416
startTime :2015-01-14 20:30:45 || endTime :2015-01-14 21:30:45 || tweets/hour :2 || average # followers :578
startTime :2015-01-14 21:30:45 || endTime :2015-01-14 22:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-14 22:30:45 || endTime :2015-01-14 23:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-14 23:30:45 || endTime :2015-01-15 00:30:45 || tweets/hour :2 || average # followers :479
startTime :2015-01-15 00:30:45 || endTime :2015-01-15 01:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-15 01:30:45 || endTime :2015-01-15 02:30:45 || tweets/hour :2 || average # followers :520
startTime :2015-01-15 02:30:45 || endTime :2015-01-15 03:30:45 || tweets/hour :1 || average # followers :78
startTime :2015-01-15 03:30:45 || endTime :2015-01-15 04:30:45 || tweets/hour :2 || average # followers :2661
startTime :2015-01-15 04:30:45 || endTime :2015-01-15 05:30:45 || tweets/hour :1 || average # followers :66
startTime :2015-01-15 05:30:45 || endTime :2015-01-15 06:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-15 06:30:45 || endTime :2015-01-15 07:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-15 07:30:45 || endTime :2015-01-15 08:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-15 08:30:45 || endTime :2015-01-15 09:30:45 || tweets/hour :1 || average # followers :1256
startTime :2015-01-15 09:30:45 || endTime :2015-01-15 10:30:45 || tweets/hour :1 || average # followers :474
startTime :2015-01-15 10:30:45 || endTime :2015-01-15 11:30:45 || tweets/hour :2 || average # followers :833
startTime :2015-01-15 11:30:45 || endTime :2015-01-15 12:30:45 || tweets/hour :1 || average # followers :394
startTime :2015-01-15 12:30:45 || endTime :2015-01-15 13:30:45 || tweets/hour :3 || average # followers :1210
startTime :2015-01-15 13:30:45 || endTime :2015-01-15 14:30:45 || tweets/hour :1 || average # followers :262
startTime :2015-01-15 14:30:45 || endTime :2015-01-15 15:30:45 || tweets/hour :1 || average # followers :346
startTime :2015-01-15 15:30:45 || endTime :2015-01-15 16:30:45 || tweets/hour :5 || average # followers :1523
startTime :2015-01-15 16:30:45 || endTime :2015-01-15 17:30:45 || tweets/hour :1 || average # followers :2035
startTime :2015-01-15 17:30:45 || endTime :2015-01-15 18:30:45 || tweets/hour :1 || average # followers :747
startTime :2015-01-15 18:30:45 || endTime :2015-01-15 19:30:45 || tweets/hour :3 || average # followers :267
startTime :2015-01-15 19:30:45 || endTime :2015-01-15 20:30:45 || tweets/hour :4 || average # followers :1402
startTime :2015-01-15 20:30:45 || endTime :2015-01-15 21:30:45 || tweets/hour :1 || average # followers :320
startTime :2015-01-15 21:30:45 || endTime :2015-01-15 22:30:45 || tweets/hour :6 || average # followers :484
startTime :2015-01-15 22:30:45 || endTime :2015-01-15 23:30:45 || tweets/hour :1 || average # followers :2
startTime :2015-01-15 23:30:45 || endTime :2015-01-16 00:30:45 || tweets/hour :4 || average # followers :3129
startTime :2015-01-16 00:30:45 || endTime :2015-01-16 01:30:45 || tweets/hour :4 || average # followers :2355
startTime :2015-01-16 01:30:45 || endTime :2015-01-16 02:30:45 || tweets/hour :3 || average # followers :1218
startTime :2015-01-16 02:30:45 || endTime :2015-01-16 03:30:45 || tweets/hour :5 || average # followers :282
startTime :2015-01-16 03:30:45 || endTime :2015-01-16 04:30:45 || tweets/hour :2 || average # followers :138661
startTime :2015-01-16 04:30:45 || endTime :2015-01-16 05:30:45 || tweets/hour :3 || average # followers :315
startTime :2015-01-16 05:30:45 || endTime :2015-01-16 06:30:45 || tweets/hour :3 || average # followers :193
startTime :2015-01-16 06:30:45 || endTime :2015-01-16 07:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-16 07:30:45 || endTime :2015-01-16 08:30:45 || tweets/hour :1 || average # followers :291
startTime :2015-01-16 08:30:45 || endTime :2015-01-16 09:30:45 || tweets/hour :1 || average # followers :50
startTime :2015-01-16 09:30:45 || endTime :2015-01-16 10:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-16 10:30:45 || endTime :2015-01-16 11:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-16 11:30:45 || endTime :2015-01-16 12:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-16 12:30:45 || endTime :2015-01-16 13:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-16 13:30:45 || endTime :2015-01-16 14:30:45 || tweets/hour :1 || average # followers :1064
startTime :2015-01-16 14:30:45 || endTime :2015-01-16 15:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-16 15:30:45 || endTime :2015-01-16 16:30:45 || tweets/hour :3 || average # followers :2139
startTime :2015-01-16 16:30:45 || endTime :2015-01-16 17:30:45 || tweets/hour :4 || average # followers :973
startTime :2015-01-16 17:30:45 || endTime :2015-01-16 18:30:45 || tweets/hour :2 || average # followers :107
startTime :2015-01-16 18:30:45 || endTime :2015-01-16 19:30:45 || tweets/hour :3 || average # followers :791
startTime :2015-01-16 19:30:45 || endTime :2015-01-16 20:30:45 || tweets/hour :8 || average # followers :1326
startTime :2015-01-16 20:30:45 || endTime :2015-01-16 21:30:45 || tweets/hour :7 || average # followers :894
startTime :2015-01-16 21:30:45 || endTime :2015-01-16 22:30:45 || tweets/hour :7 || average # followers :297
startTime :2015-01-16 22:30:45 || endTime :2015-01-16 23:30:45 || tweets/hour :4 || average # followers :551
startTime :2015-01-16 23:30:45 || endTime :2015-01-17 00:30:45 || tweets/hour :5 || average # followers :1140
startTime :2015-01-17 00:30:45 || endTime :2015-01-17 01:30:45 || tweets/hour :6 || average # followers :1129
startTime :2015-01-17 01:30:45 || endTime :2015-01-17 02:30:45 || tweets/hour :13 || average # followers :758
startTime :2015-01-17 02:30:45 || endTime :2015-01-17 03:30:45 || tweets/hour :7 || average # followers :995
startTime :2015-01-17 03:30:45 || endTime :2015-01-17 04:30:45 || tweets/hour :3 || average # followers :243
startTime :2015-01-17 04:30:45 || endTime :2015-01-17 05:30:45 || tweets/hour :2 || average # followers :1339
startTime :2015-01-17 05:30:45 || endTime :2015-01-17 06:30:45 || tweets/hour :5 || average # followers :861
startTime :2015-01-17 06:30:45 || endTime :2015-01-17 07:30:45 || tweets/hour :1 || average # followers :113
startTime :2015-01-17 07:30:45 || endTime :2015-01-17 08:30:45 || tweets/hour :1 || average # followers :228
startTime :2015-01-17 08:30:45 || endTime :2015-01-17 09:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-17 09:30:45 || endTime :2015-01-17 10:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-17 10:30:45 || endTime :2015-01-17 11:30:45 || tweets/hour :1 || average # followers :2527
startTime :2015-01-17 11:30:45 || endTime :2015-01-17 12:30:45 || tweets/hour :1 || average # followers :24
startTime :2015-01-17 12:30:45 || endTime :2015-01-17 13:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-17 13:30:45 || endTime :2015-01-17 14:30:45 || tweets/hour :3 || average # followers :2436
startTime :2015-01-17 14:30:45 || endTime :2015-01-17 15:30:45 || tweets/hour :3 || average # followers :187
startTime :2015-01-17 15:30:45 || endTime :2015-01-17 16:30:45 || tweets/hour :5 || average # followers :389
startTime :2015-01-17 16:30:45 || endTime :2015-01-17 17:30:45 || tweets/hour :9 || average # followers :2553
startTime :2015-01-17 17:30:45 || endTime :2015-01-17 18:30:45 || tweets/hour :8 || average # followers :1404
startTime :2015-01-17 18:30:45 || endTime :2015-01-17 19:30:45 || tweets/hour :9 || average # followers :1618
startTime :2015-01-17 19:30:45 || endTime :2015-01-17 20:30:45 || tweets/hour :5 || average # followers :345
startTime :2015-01-17 20:30:45 || endTime :2015-01-17 21:30:45 || tweets/hour :9 || average # followers :614
startTime :2015-01-17 21:30:45 || endTime :2015-01-17 22:30:45 || tweets/hour :2 || average # followers :599
startTime :2015-01-17 22:30:45 || endTime :2015-01-17 23:30:45 || tweets/hour :13 || average # followers :1004
startTime :2015-01-17 23:30:45 || endTime :2015-01-18 00:30:45 || tweets/hour :8 || average # followers :1039
startTime :2015-01-18 00:30:45 || endTime :2015-01-18 01:30:45 || tweets/hour :10 || average # followers :1387
startTime :2015-01-18 01:30:45 || endTime :2015-01-18 02:30:45 || tweets/hour :7 || average # followers :704
startTime :2015-01-18 02:30:45 || endTime :2015-01-18 03:30:45 || tweets/hour :10 || average # followers :366
startTime :2015-01-18 03:30:45 || endTime :2015-01-18 04:30:45 || tweets/hour :11 || average # followers :199
startTime :2015-01-18 04:30:45 || endTime :2015-01-18 05:30:45 || tweets/hour :18 || average # followers :6408
startTime :2015-01-18 05:30:45 || endTime :2015-01-18 06:30:45 || tweets/hour :10 || average # followers :629
startTime :2015-01-18 06:30:45 || endTime :2015-01-18 07:30:45 || tweets/hour :7 || average # followers :912
startTime :2015-01-18 07:30:45 || endTime :2015-01-18 08:30:45 || tweets/hour :6 || average # followers :389
startTime :2015-01-18 08:30:45 || endTime :2015-01-18 09:30:45 || tweets/hour :4 || average # followers :292
startTime :2015-01-18 09:30:45 || endTime :2015-01-18 10:30:45 || tweets/hour :3 || average # followers :112
startTime :2015-01-18 10:30:45 || endTime :2015-01-18 11:30:45 || tweets/hour :2 || average # followers :1886
startTime :2015-01-18 11:30:45 || endTime :2015-01-18 12:30:45 || tweets/hour :1 || average # followers :72
startTime :2015-01-18 12:30:45 || endTime :2015-01-18 13:30:45 || tweets/hour :14 || average # followers :3611
startTime :2015-01-18 13:30:45 || endTime :2015-01-18 14:30:45 || tweets/hour :27 || average # followers :1144
startTime :2015-01-18 14:30:45 || endTime :2015-01-18 15:30:45 || tweets/hour :51 || average # followers :695
startTime :2015-01-18 15:30:45 || endTime :2015-01-18 16:30:45 || tweets/hour :60 || average # followers :462
startTime :2015-01-18 16:30:45 || endTime :2015-01-18 17:30:45 || tweets/hour :67 || average # followers :3164
startTime :2015-01-18 17:30:45 || endTime :2015-01-18 18:30:45 || tweets/hour :48 || average # followers :1018
startTime :2015-01-18 18:30:45 || endTime :2015-01-18 19:30:45 || tweets/hour :60 || average # followers :2356
startTime :2015-01-18 19:30:45 || endTime :2015-01-18 20:30:45 || tweets/hour :100 || average # followers :2945
startTime :2015-01-18 20:30:45 || endTime :2015-01-18 21:30:45 || tweets/hour :104 || average # followers :30485
startTime :2015-01-18 21:30:45 || endTime :2015-01-18 22:30:45 || tweets/hour :77 || average # followers :450
startTime :2015-01-18 22:30:45 || endTime :2015-01-18 23:30:45 || tweets/hour :138 || average # followers :1154
startTime :2015-01-18 23:30:45 || endTime :2015-01-19 00:30:45 || tweets/hour :1268 || average # followers :2373
startTime :2015-01-19 00:30:45 || endTime :2015-01-19 01:30:45 || tweets/hour :262 || average # followers :1096
startTime :2015-01-19 01:30:45 || endTime :2015-01-19 02:30:45 || tweets/hour :762 || average # followers :1213
startTime :2015-01-19 02:30:45 || endTime :2015-01-19 03:30:45 || tweets/hour :756 || average # followers :1016
startTime :2015-01-19 03:30:45 || endTime :2015-01-19 04:30:45 || tweets/hour :115 || average # followers :1016
startTime :2015-01-19 04:30:45 || endTime :2015-01-19 05:30:45 || tweets/hour :27 || average # followers :1863
startTime :2015-01-19 05:30:45 || endTime :2015-01-19 06:30:45 || tweets/hour :19 || average # followers :185
startTime :2015-01-19 06:30:45 || endTime :2015-01-19 07:30:45 || tweets/hour :12 || average # followers :664
startTime :2015-01-19 07:30:45 || endTime :2015-01-19 08:30:45 || tweets/hour :7 || average # followers :2900
startTime :2015-01-19 08:30:45 || endTime :2015-01-19 09:30:45 || tweets/hour :8 || average # followers :95
startTime :2015-01-19 09:30:45 || endTime :2015-01-19 10:30:45 || tweets/hour :10 || average # followers :217
startTime :2015-01-19 10:30:45 || endTime :2015-01-19 11:30:45 || tweets/hour :10 || average # followers :763
startTime :2015-01-19 11:30:45 || endTime :2015-01-19 12:30:45 || tweets/hour :9 || average # followers :412
startTime :2015-01-19 12:30:45 || endTime :2015-01-19 13:30:45 || tweets/hour :9 || average # followers :852
startTime :2015-01-19 13:30:45 || endTime :2015-01-19 14:30:45 || tweets/hour :12 || average # followers :756
startTime :2015-01-19 14:30:45 || endTime :2015-01-19 15:30:45 || tweets/hour :13 || average # followers :1350
startTime :2015-01-19 15:30:45 || endTime :2015-01-19 16:30:45 || tweets/hour :11 || average # followers :1736
startTime :2015-01-19 16:30:45 || endTime :2015-01-19 17:30:45 || tweets/hour :23 || average # followers :438
startTime :2015-01-19 17:30:45 || endTime :2015-01-19 18:30:45 || tweets/hour :14 || average # followers :500
startTime :2015-01-19 18:30:45 || endTime :2015-01-19 19:30:45 || tweets/hour :11 || average # followers :479
startTime :2015-01-19 19:30:45 || endTime :2015-01-19 20:30:45 || tweets/hour :8 || average # followers :261
startTime :2015-01-19 20:30:45 || endTime :2015-01-19 21:30:45 || tweets/hour :6 || average # followers :296
startTime :2015-01-19 21:30:45 || endTime :2015-01-19 22:30:45 || tweets/hour :6 || average # followers :115
startTime :2015-01-19 22:30:45 || endTime :2015-01-19 23:30:45 || tweets/hour :12 || average # followers :636
startTime :2015-01-19 23:30:45 || endTime :2015-01-20 00:30:45 || tweets/hour :10 || average # followers :824
startTime :2015-01-20 00:30:45 || endTime :2015-01-20 01:30:45 || tweets/hour :4 || average # followers :957
startTime :2015-01-20 01:30:45 || endTime :2015-01-20 02:30:45 || tweets/hour :12 || average # followers :8822
startTime :2015-01-20 02:30:45 || endTime :2015-01-20 03:30:45 || tweets/hour :7 || average # followers :1153
startTime :2015-01-20 03:30:45 || endTime :2015-01-20 04:30:45 || tweets/hour :11 || average # followers :883
startTime :2015-01-20 04:30:45 || endTime :2015-01-20 05:30:45 || tweets/hour :4 || average # followers :226
startTime :2015-01-20 05:30:45 || endTime :2015-01-20 06:30:45 || tweets/hour :9 || average # followers :361
startTime :2015-01-20 06:30:45 || endTime :2015-01-20 07:30:45 || tweets/hour :6 || average # followers :156
startTime :2015-01-20 07:30:45 || endTime :2015-01-20 08:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-20 08:30:45 || endTime :2015-01-20 09:30:45 || tweets/hour :3 || average # followers :87
startTime :2015-01-20 09:30:45 || endTime :2015-01-20 10:30:45 || tweets/hour :3 || average # followers :183
startTime :2015-01-20 10:30:45 || endTime :2015-01-20 11:30:45 || tweets/hour :1 || average # followers :27
startTime :2015-01-20 11:30:45 || endTime :2015-01-20 12:30:45 || tweets/hour :0 || average # followers :0
startTime :2015-01-20 12:30:45 || endTime :2015-01-20 13:30:45 || tweets/hour :4 || average # followers :752
startTime :2015-01-20 13:30:45 || endTime :2015-01-20 14:30:45 || tweets/hour :4 || average # followers :1135
startTime :2015-01-20 14:30:45 || endTime :2015-01-20 15:30:45 || tweets/hour :9 || average # followers :2537
startTime :2015-01-20 15:30:45 || endTime :2015-01-20 16:30:45 || tweets/hour :10 || average # followers :580
startTime :2015-01-20 16:30:45 || endTime :2015-01-20 17:30:45 || tweets/hour :9 || average # followers :351
