startTime :2014-12-29 15:27:13 || endTime :2014-12-29 16:27:13 || tweets/hour :1 || average # followers :294
startTime :2015-01-02 09:27:13 || endTime :2015-01-02 10:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 10:27:13 || endTime :2015-01-02 11:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 11:27:13 || endTime :2015-01-02 12:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 12:27:13 || endTime :2015-01-02 13:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 13:27:13 || endTime :2015-01-02 14:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 14:27:13 || endTime :2015-01-02 15:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 15:27:13 || endTime :2015-01-02 16:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 16:27:13 || endTime :2015-01-02 17:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 17:27:13 || endTime :2015-01-02 18:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 18:27:13 || endTime :2015-01-02 19:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 19:27:13 || endTime :2015-01-02 20:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 20:27:13 || endTime :2015-01-02 21:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 21:27:13 || endTime :2015-01-02 22:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 22:27:13 || endTime :2015-01-02 23:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 23:27:13 || endTime :2015-01-03 00:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 00:27:13 || endTime :2015-01-03 01:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 01:27:13 || endTime :2015-01-03 02:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 02:27:13 || endTime :2015-01-03 03:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 03:27:13 || endTime :2015-01-03 04:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 04:27:13 || endTime :2015-01-03 05:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 05:27:13 || endTime :2015-01-03 06:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 06:27:13 || endTime :2015-01-03 07:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 07:27:13 || endTime :2015-01-03 08:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 08:27:13 || endTime :2015-01-03 09:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 09:27:13 || endTime :2015-01-03 10:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 10:27:13 || endTime :2015-01-03 11:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 11:27:13 || endTime :2015-01-03 12:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 12:27:13 || endTime :2015-01-03 13:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 13:27:13 || endTime :2015-01-03 14:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 14:27:13 || endTime :2015-01-03 15:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 15:27:13 || endTime :2015-01-03 16:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 16:27:13 || endTime :2015-01-03 17:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 17:27:13 || endTime :2015-01-03 18:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 18:27:13 || endTime :2015-01-03 19:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 19:27:13 || endTime :2015-01-03 20:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 20:27:13 || endTime :2015-01-03 21:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 21:27:13 || endTime :2015-01-03 22:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 22:27:13 || endTime :2015-01-03 23:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 23:27:13 || endTime :2015-01-04 00:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 00:27:13 || endTime :2015-01-04 01:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 01:27:13 || endTime :2015-01-04 02:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 02:27:13 || endTime :2015-01-04 03:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 03:27:13 || endTime :2015-01-04 04:27:13 || tweets/hour :1 || average # followers :132
startTime :2015-01-04 04:27:13 || endTime :2015-01-04 05:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 05:27:13 || endTime :2015-01-04 06:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 06:27:13 || endTime :2015-01-04 07:27:13 || tweets/hour :1 || average # followers :1116
startTime :2015-01-04 07:27:13 || endTime :2015-01-04 08:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 08:27:13 || endTime :2015-01-04 09:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 09:27:13 || endTime :2015-01-04 10:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 10:27:13 || endTime :2015-01-04 11:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 11:27:13 || endTime :2015-01-04 12:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 12:27:13 || endTime :2015-01-04 13:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 13:27:13 || endTime :2015-01-04 14:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 14:27:13 || endTime :2015-01-04 15:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 15:27:13 || endTime :2015-01-04 16:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 16:27:13 || endTime :2015-01-04 17:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 17:27:13 || endTime :2015-01-04 18:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 18:27:13 || endTime :2015-01-04 19:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 19:27:13 || endTime :2015-01-04 20:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 20:27:13 || endTime :2015-01-04 21:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 21:27:13 || endTime :2015-01-04 22:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 22:27:13 || endTime :2015-01-04 23:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 23:27:13 || endTime :2015-01-05 00:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 00:27:13 || endTime :2015-01-05 01:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 01:27:13 || endTime :2015-01-05 02:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 02:27:13 || endTime :2015-01-05 03:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 03:27:13 || endTime :2015-01-05 04:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 04:27:13 || endTime :2015-01-05 05:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 05:27:13 || endTime :2015-01-05 06:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 06:27:13 || endTime :2015-01-05 07:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 07:27:13 || endTime :2015-01-05 08:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 08:27:13 || endTime :2015-01-05 09:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 09:27:13 || endTime :2015-01-05 10:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 10:27:13 || endTime :2015-01-05 11:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 11:27:13 || endTime :2015-01-05 12:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 12:27:13 || endTime :2015-01-05 13:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 13:27:13 || endTime :2015-01-05 14:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 14:27:13 || endTime :2015-01-05 15:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 15:27:13 || endTime :2015-01-05 16:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 16:27:13 || endTime :2015-01-05 17:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 17:27:13 || endTime :2015-01-05 18:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 18:27:13 || endTime :2015-01-05 19:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 19:27:13 || endTime :2015-01-05 20:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 20:27:13 || endTime :2015-01-05 21:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 21:27:13 || endTime :2015-01-05 22:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 22:27:13 || endTime :2015-01-05 23:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 23:27:13 || endTime :2015-01-06 00:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 00:27:13 || endTime :2015-01-06 01:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 01:27:13 || endTime :2015-01-06 02:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 02:27:13 || endTime :2015-01-06 03:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 03:27:13 || endTime :2015-01-06 04:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 04:27:13 || endTime :2015-01-06 05:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 05:27:13 || endTime :2015-01-06 06:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 06:27:13 || endTime :2015-01-06 07:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 07:27:13 || endTime :2015-01-06 08:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 08:27:13 || endTime :2015-01-06 09:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 09:27:13 || endTime :2015-01-06 10:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 10:27:13 || endTime :2015-01-06 11:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 11:27:13 || endTime :2015-01-06 12:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 12:27:13 || endTime :2015-01-06 13:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 13:27:13 || endTime :2015-01-06 14:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 14:27:13 || endTime :2015-01-06 15:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 15:27:13 || endTime :2015-01-06 16:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 16:27:13 || endTime :2015-01-06 17:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 17:27:13 || endTime :2015-01-06 18:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 18:27:13 || endTime :2015-01-06 19:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 19:27:13 || endTime :2015-01-06 20:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 20:27:13 || endTime :2015-01-06 21:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 21:27:13 || endTime :2015-01-06 22:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 22:27:13 || endTime :2015-01-06 23:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 23:27:13 || endTime :2015-01-07 00:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 00:27:13 || endTime :2015-01-07 01:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 01:27:13 || endTime :2015-01-07 02:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 02:27:13 || endTime :2015-01-07 03:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 03:27:13 || endTime :2015-01-07 04:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 04:27:13 || endTime :2015-01-07 05:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 05:27:13 || endTime :2015-01-07 06:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 06:27:13 || endTime :2015-01-07 07:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 07:27:13 || endTime :2015-01-07 08:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 08:27:13 || endTime :2015-01-07 09:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 09:27:13 || endTime :2015-01-07 10:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 10:27:13 || endTime :2015-01-07 11:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 11:27:13 || endTime :2015-01-07 12:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 12:27:13 || endTime :2015-01-07 13:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 13:27:13 || endTime :2015-01-07 14:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 14:27:13 || endTime :2015-01-07 15:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 15:27:13 || endTime :2015-01-07 16:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 16:27:13 || endTime :2015-01-07 17:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 17:27:13 || endTime :2015-01-07 18:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 18:27:13 || endTime :2015-01-07 19:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 19:27:13 || endTime :2015-01-07 20:27:13 || tweets/hour :1 || average # followers :96
startTime :2015-01-07 20:27:13 || endTime :2015-01-07 21:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 21:27:13 || endTime :2015-01-07 22:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 22:27:13 || endTime :2015-01-07 23:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 23:27:13 || endTime :2015-01-08 00:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 00:27:13 || endTime :2015-01-08 01:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 01:27:13 || endTime :2015-01-08 02:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 02:27:13 || endTime :2015-01-08 03:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 03:27:13 || endTime :2015-01-08 04:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 04:27:13 || endTime :2015-01-08 05:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 05:27:13 || endTime :2015-01-08 06:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 06:27:13 || endTime :2015-01-08 07:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 07:27:13 || endTime :2015-01-08 08:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 08:27:13 || endTime :2015-01-08 09:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 09:27:13 || endTime :2015-01-08 10:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 10:27:13 || endTime :2015-01-08 11:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 11:27:13 || endTime :2015-01-08 12:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 12:27:13 || endTime :2015-01-08 13:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 13:27:13 || endTime :2015-01-08 14:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 14:27:13 || endTime :2015-01-08 15:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 15:27:13 || endTime :2015-01-08 16:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 16:27:13 || endTime :2015-01-08 17:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 17:27:13 || endTime :2015-01-08 18:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 18:27:13 || endTime :2015-01-08 19:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 19:27:13 || endTime :2015-01-08 20:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 20:27:13 || endTime :2015-01-08 21:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 21:27:13 || endTime :2015-01-08 22:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 22:27:13 || endTime :2015-01-08 23:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 23:27:13 || endTime :2015-01-09 00:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-09 00:27:13 || endTime :2015-01-09 01:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-09 01:27:13 || endTime :2015-01-09 02:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-09 02:27:13 || endTime :2015-01-09 03:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-09 03:27:13 || endTime :2015-01-09 04:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-09 04:27:13 || endTime :2015-01-09 05:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-09 05:27:13 || endTime :2015-01-09 06:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-09 06:27:13 || endTime :2015-01-09 07:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-09 07:27:13 || endTime :2015-01-09 08:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-09 08:27:13 || endTime :2015-01-09 09:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-09 09:27:13 || endTime :2015-01-09 10:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-09 10:27:13 || endTime :2015-01-09 11:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-09 11:27:13 || endTime :2015-01-09 12:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-09 12:27:13 || endTime :2015-01-09 13:27:13 || tweets/hour :0 || average # followers :0
startTime :2015-01-09 13:27:13 || endTime :2015-01-09 14:27:13 || tweets/hour :0 || average # followers :0
