startTime :2014-12-31 04:21:23 || endTime :2014-12-31 05:21:23 || tweets/hour :1 || average # followers :33
startTime :2015-01-06 14:21:23 || endTime :2015-01-06 15:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 15:21:23 || endTime :2015-01-06 16:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 16:21:23 || endTime :2015-01-06 17:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 17:21:23 || endTime :2015-01-06 18:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 18:21:23 || endTime :2015-01-06 19:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 19:21:23 || endTime :2015-01-06 20:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 20:21:23 || endTime :2015-01-06 21:21:23 || tweets/hour :3 || average # followers :29280
startTime :2015-01-06 21:21:23 || endTime :2015-01-06 22:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 22:21:23 || endTime :2015-01-06 23:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 23:21:23 || endTime :2015-01-07 00:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 00:21:23 || endTime :2015-01-07 01:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 01:21:23 || endTime :2015-01-07 02:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 02:21:23 || endTime :2015-01-07 03:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 03:21:23 || endTime :2015-01-07 04:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 04:21:23 || endTime :2015-01-07 05:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 05:21:23 || endTime :2015-01-07 06:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 06:21:23 || endTime :2015-01-07 07:21:23 || tweets/hour :1 || average # followers :1390
startTime :2015-01-07 07:21:23 || endTime :2015-01-07 08:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 08:21:23 || endTime :2015-01-07 09:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 09:21:23 || endTime :2015-01-07 10:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 10:21:23 || endTime :2015-01-07 11:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 11:21:23 || endTime :2015-01-07 12:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 12:21:23 || endTime :2015-01-07 13:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 13:21:23 || endTime :2015-01-07 14:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 14:21:23 || endTime :2015-01-07 15:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 15:21:23 || endTime :2015-01-07 16:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 16:21:23 || endTime :2015-01-07 17:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 17:21:23 || endTime :2015-01-07 18:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 18:21:23 || endTime :2015-01-07 19:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 19:21:23 || endTime :2015-01-07 20:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 20:21:23 || endTime :2015-01-07 21:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 21:21:23 || endTime :2015-01-07 22:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 22:21:23 || endTime :2015-01-07 23:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 23:21:23 || endTime :2015-01-08 00:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 00:21:23 || endTime :2015-01-08 01:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 01:21:23 || endTime :2015-01-08 02:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 02:21:23 || endTime :2015-01-08 03:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 03:21:23 || endTime :2015-01-08 04:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 04:21:23 || endTime :2015-01-08 05:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 05:21:23 || endTime :2015-01-08 06:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 06:21:23 || endTime :2015-01-08 07:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 07:21:23 || endTime :2015-01-08 08:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 08:21:23 || endTime :2015-01-08 09:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 09:21:23 || endTime :2015-01-08 10:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 10:21:23 || endTime :2015-01-08 11:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 11:21:23 || endTime :2015-01-08 12:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 12:21:23 || endTime :2015-01-08 13:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 13:21:23 || endTime :2015-01-08 14:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 14:21:23 || endTime :2015-01-08 15:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 15:21:23 || endTime :2015-01-08 16:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 16:21:23 || endTime :2015-01-08 17:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 17:21:23 || endTime :2015-01-08 18:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 18:21:23 || endTime :2015-01-08 19:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 19:21:23 || endTime :2015-01-08 20:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 20:21:23 || endTime :2015-01-08 21:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 21:21:23 || endTime :2015-01-08 22:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 22:21:23 || endTime :2015-01-08 23:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 23:21:23 || endTime :2015-01-09 00:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-09 00:21:23 || endTime :2015-01-09 01:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-09 01:21:23 || endTime :2015-01-09 02:21:23 || tweets/hour :1 || average # followers :4063
startTime :2015-01-09 02:21:23 || endTime :2015-01-09 03:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-09 03:21:23 || endTime :2015-01-09 04:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-09 04:21:23 || endTime :2015-01-09 05:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-09 05:21:23 || endTime :2015-01-09 06:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-09 06:21:23 || endTime :2015-01-09 07:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-09 07:21:23 || endTime :2015-01-09 08:21:23 || tweets/hour :1 || average # followers :15508
startTime :2015-01-09 08:21:23 || endTime :2015-01-09 09:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-09 09:21:23 || endTime :2015-01-09 10:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-09 10:21:23 || endTime :2015-01-09 11:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-09 11:21:23 || endTime :2015-01-09 12:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-09 12:21:23 || endTime :2015-01-09 13:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-09 13:21:23 || endTime :2015-01-09 14:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-09 14:21:23 || endTime :2015-01-09 15:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-09 15:21:23 || endTime :2015-01-09 16:21:23 || tweets/hour :1 || average # followers :124848
startTime :2015-01-09 16:21:23 || endTime :2015-01-09 17:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-09 17:21:23 || endTime :2015-01-09 18:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-09 18:21:23 || endTime :2015-01-09 19:21:23 || tweets/hour :1 || average # followers :104
startTime :2015-01-09 19:21:23 || endTime :2015-01-09 20:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-09 20:21:23 || endTime :2015-01-09 21:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-09 21:21:23 || endTime :2015-01-09 22:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-09 22:21:23 || endTime :2015-01-09 23:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-09 23:21:23 || endTime :2015-01-10 00:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-10 00:21:23 || endTime :2015-01-10 01:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-10 01:21:23 || endTime :2015-01-10 02:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-10 02:21:23 || endTime :2015-01-10 03:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-10 03:21:23 || endTime :2015-01-10 04:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-10 04:21:23 || endTime :2015-01-10 05:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-10 05:21:23 || endTime :2015-01-10 06:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-10 06:21:23 || endTime :2015-01-10 07:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-10 07:21:23 || endTime :2015-01-10 08:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-10 08:21:23 || endTime :2015-01-10 09:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-10 09:21:23 || endTime :2015-01-10 10:21:23 || tweets/hour :1 || average # followers :565
startTime :2015-01-10 10:21:23 || endTime :2015-01-10 11:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-10 11:21:23 || endTime :2015-01-10 12:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-10 12:21:23 || endTime :2015-01-10 13:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-10 13:21:23 || endTime :2015-01-10 14:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-10 14:21:23 || endTime :2015-01-10 15:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-10 15:21:23 || endTime :2015-01-10 16:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-10 16:21:23 || endTime :2015-01-10 17:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-10 17:21:23 || endTime :2015-01-10 18:21:23 || tweets/hour :1 || average # followers :2046
startTime :2015-01-10 18:21:23 || endTime :2015-01-10 19:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-10 19:21:23 || endTime :2015-01-10 20:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-10 20:21:23 || endTime :2015-01-10 21:21:23 || tweets/hour :1 || average # followers :19482
startTime :2015-01-10 21:21:23 || endTime :2015-01-10 22:21:23 || tweets/hour :1 || average # followers :812
startTime :2015-01-10 22:21:23 || endTime :2015-01-10 23:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-10 23:21:23 || endTime :2015-01-11 00:21:23 || tweets/hour :0 || average # followers :0
startTime :2015-01-11 00:21:23 || endTime :2015-01-11 01:21:23 || tweets/hour :2 || average # followers :543468
startTime :2015-01-11 01:21:23 || endTime :2015-01-11 02:21:23 || tweets/hour :2 || average # followers :70788
