startTime :2014-12-28 22:21:19 || endTime :2014-12-28 23:21:19 || tweets/hour :1 || average # followers :5346
startTime :2014-12-30 04:21:19 || endTime :2014-12-30 05:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 05:21:19 || endTime :2014-12-30 06:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 06:21:19 || endTime :2014-12-30 07:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 07:21:19 || endTime :2014-12-30 08:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 08:21:19 || endTime :2014-12-30 09:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 09:21:19 || endTime :2014-12-30 10:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 10:21:19 || endTime :2014-12-30 11:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 11:21:19 || endTime :2014-12-30 12:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 12:21:19 || endTime :2014-12-30 13:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 13:21:19 || endTime :2014-12-30 14:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 14:21:19 || endTime :2014-12-30 15:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 15:21:19 || endTime :2014-12-30 16:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 16:21:19 || endTime :2014-12-30 17:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 17:21:19 || endTime :2014-12-30 18:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 18:21:19 || endTime :2014-12-30 19:21:19 || tweets/hour :1 || average # followers :1561
startTime :2014-12-30 19:21:19 || endTime :2014-12-30 20:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 20:21:19 || endTime :2014-12-30 21:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 21:21:19 || endTime :2014-12-30 22:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 22:21:19 || endTime :2014-12-30 23:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 23:21:19 || endTime :2014-12-31 00:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 00:21:19 || endTime :2014-12-31 01:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 01:21:19 || endTime :2014-12-31 02:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 02:21:19 || endTime :2014-12-31 03:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 03:21:19 || endTime :2014-12-31 04:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 04:21:19 || endTime :2014-12-31 05:21:19 || tweets/hour :1 || average # followers :33
startTime :2014-12-31 05:21:19 || endTime :2014-12-31 06:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 06:21:19 || endTime :2014-12-31 07:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 07:21:19 || endTime :2014-12-31 08:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 08:21:19 || endTime :2014-12-31 09:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 09:21:19 || endTime :2014-12-31 10:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 10:21:19 || endTime :2014-12-31 11:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 11:21:19 || endTime :2014-12-31 12:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 12:21:19 || endTime :2014-12-31 13:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 13:21:19 || endTime :2014-12-31 14:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 14:21:19 || endTime :2014-12-31 15:21:19 || tweets/hour :1 || average # followers :48
startTime :2014-12-31 15:21:19 || endTime :2014-12-31 16:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 16:21:19 || endTime :2014-12-31 17:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 17:21:19 || endTime :2014-12-31 18:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 18:21:19 || endTime :2014-12-31 19:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 19:21:19 || endTime :2014-12-31 20:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 20:21:19 || endTime :2014-12-31 21:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 21:21:19 || endTime :2014-12-31 22:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 22:21:19 || endTime :2014-12-31 23:21:19 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 23:21:19 || endTime :2015-01-01 00:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 00:21:19 || endTime :2015-01-01 01:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 01:21:19 || endTime :2015-01-01 02:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 02:21:19 || endTime :2015-01-01 03:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 03:21:19 || endTime :2015-01-01 04:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 04:21:19 || endTime :2015-01-01 05:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 05:21:19 || endTime :2015-01-01 06:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 06:21:19 || endTime :2015-01-01 07:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 07:21:19 || endTime :2015-01-01 08:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 08:21:19 || endTime :2015-01-01 09:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 09:21:19 || endTime :2015-01-01 10:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 10:21:19 || endTime :2015-01-01 11:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 11:21:19 || endTime :2015-01-01 12:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 12:21:19 || endTime :2015-01-01 13:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 13:21:19 || endTime :2015-01-01 14:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 14:21:19 || endTime :2015-01-01 15:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 15:21:19 || endTime :2015-01-01 16:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 16:21:19 || endTime :2015-01-01 17:21:19 || tweets/hour :1 || average # followers :2785
startTime :2015-01-01 17:21:19 || endTime :2015-01-01 18:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 18:21:19 || endTime :2015-01-01 19:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 19:21:19 || endTime :2015-01-01 20:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 20:21:19 || endTime :2015-01-01 21:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 21:21:19 || endTime :2015-01-01 22:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 22:21:19 || endTime :2015-01-01 23:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 23:21:19 || endTime :2015-01-02 00:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 00:21:19 || endTime :2015-01-02 01:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 01:21:19 || endTime :2015-01-02 02:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 02:21:19 || endTime :2015-01-02 03:21:19 || tweets/hour :1 || average # followers :53957
startTime :2015-01-02 03:21:19 || endTime :2015-01-02 04:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 04:21:19 || endTime :2015-01-02 05:21:19 || tweets/hour :1 || average # followers :1320
startTime :2015-01-02 05:21:19 || endTime :2015-01-02 06:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 06:21:19 || endTime :2015-01-02 07:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 07:21:19 || endTime :2015-01-02 08:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 08:21:19 || endTime :2015-01-02 09:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 09:21:19 || endTime :2015-01-02 10:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 10:21:19 || endTime :2015-01-02 11:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 11:21:19 || endTime :2015-01-02 12:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 12:21:19 || endTime :2015-01-02 13:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 13:21:19 || endTime :2015-01-02 14:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 14:21:19 || endTime :2015-01-02 15:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 15:21:19 || endTime :2015-01-02 16:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 16:21:19 || endTime :2015-01-02 17:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 17:21:19 || endTime :2015-01-02 18:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 18:21:19 || endTime :2015-01-02 19:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 19:21:19 || endTime :2015-01-02 20:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 20:21:19 || endTime :2015-01-02 21:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 21:21:19 || endTime :2015-01-02 22:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 22:21:19 || endTime :2015-01-02 23:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 23:21:19 || endTime :2015-01-03 00:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 00:21:19 || endTime :2015-01-03 01:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 01:21:19 || endTime :2015-01-03 02:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 02:21:19 || endTime :2015-01-03 03:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 03:21:19 || endTime :2015-01-03 04:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 04:21:19 || endTime :2015-01-03 05:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 05:21:19 || endTime :2015-01-03 06:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 06:21:19 || endTime :2015-01-03 07:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 07:21:19 || endTime :2015-01-03 08:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 08:21:19 || endTime :2015-01-03 09:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 09:21:19 || endTime :2015-01-03 10:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 10:21:19 || endTime :2015-01-03 11:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 11:21:19 || endTime :2015-01-03 12:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 12:21:19 || endTime :2015-01-03 13:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 13:21:19 || endTime :2015-01-03 14:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 14:21:19 || endTime :2015-01-03 15:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 15:21:19 || endTime :2015-01-03 16:21:19 || tweets/hour :1 || average # followers :2554
startTime :2015-01-03 16:21:19 || endTime :2015-01-03 17:21:19 || tweets/hour :1 || average # followers :2793
startTime :2015-01-03 17:21:19 || endTime :2015-01-03 18:21:19 || tweets/hour :1 || average # followers :153
startTime :2015-01-03 18:21:19 || endTime :2015-01-03 19:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 19:21:19 || endTime :2015-01-03 20:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 20:21:19 || endTime :2015-01-03 21:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 21:21:19 || endTime :2015-01-03 22:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 22:21:19 || endTime :2015-01-03 23:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 23:21:19 || endTime :2015-01-04 00:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 00:21:19 || endTime :2015-01-04 01:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 01:21:19 || endTime :2015-01-04 02:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 02:21:19 || endTime :2015-01-04 03:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 03:21:19 || endTime :2015-01-04 04:21:19 || tweets/hour :1 || average # followers :184559
startTime :2015-01-04 04:21:19 || endTime :2015-01-04 05:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 05:21:19 || endTime :2015-01-04 06:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 06:21:19 || endTime :2015-01-04 07:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 07:21:19 || endTime :2015-01-04 08:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 08:21:19 || endTime :2015-01-04 09:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 09:21:19 || endTime :2015-01-04 10:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 10:21:19 || endTime :2015-01-04 11:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 11:21:19 || endTime :2015-01-04 12:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 12:21:19 || endTime :2015-01-04 13:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 13:21:19 || endTime :2015-01-04 14:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 14:21:19 || endTime :2015-01-04 15:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 15:21:19 || endTime :2015-01-04 16:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 16:21:19 || endTime :2015-01-04 17:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 17:21:19 || endTime :2015-01-04 18:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 18:21:19 || endTime :2015-01-04 19:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 19:21:19 || endTime :2015-01-04 20:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 20:21:19 || endTime :2015-01-04 21:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 21:21:19 || endTime :2015-01-04 22:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 22:21:19 || endTime :2015-01-04 23:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 23:21:19 || endTime :2015-01-05 00:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 00:21:19 || endTime :2015-01-05 01:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 01:21:19 || endTime :2015-01-05 02:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 02:21:19 || endTime :2015-01-05 03:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 03:21:19 || endTime :2015-01-05 04:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 04:21:19 || endTime :2015-01-05 05:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 05:21:19 || endTime :2015-01-05 06:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 06:21:19 || endTime :2015-01-05 07:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 07:21:19 || endTime :2015-01-05 08:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 08:21:19 || endTime :2015-01-05 09:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 09:21:19 || endTime :2015-01-05 10:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 10:21:19 || endTime :2015-01-05 11:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 11:21:19 || endTime :2015-01-05 12:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 12:21:19 || endTime :2015-01-05 13:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 13:21:19 || endTime :2015-01-05 14:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 14:21:19 || endTime :2015-01-05 15:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 15:21:19 || endTime :2015-01-05 16:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 16:21:19 || endTime :2015-01-05 17:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 17:21:19 || endTime :2015-01-05 18:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 18:21:19 || endTime :2015-01-05 19:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 19:21:19 || endTime :2015-01-05 20:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 20:21:19 || endTime :2015-01-05 21:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 21:21:19 || endTime :2015-01-05 22:21:19 || tweets/hour :1 || average # followers :153
startTime :2015-01-05 22:21:19 || endTime :2015-01-05 23:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 23:21:19 || endTime :2015-01-06 00:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 00:21:19 || endTime :2015-01-06 01:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 01:21:19 || endTime :2015-01-06 02:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 02:21:19 || endTime :2015-01-06 03:21:19 || tweets/hour :1 || average # followers :54357
startTime :2015-01-06 03:21:19 || endTime :2015-01-06 04:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 04:21:19 || endTime :2015-01-06 05:21:19 || tweets/hour :1 || average # followers :363
startTime :2015-01-06 05:21:19 || endTime :2015-01-06 06:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 06:21:19 || endTime :2015-01-06 07:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 07:21:19 || endTime :2015-01-06 08:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 08:21:19 || endTime :2015-01-06 09:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 09:21:19 || endTime :2015-01-06 10:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 10:21:19 || endTime :2015-01-06 11:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 11:21:19 || endTime :2015-01-06 12:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 12:21:19 || endTime :2015-01-06 13:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 13:21:19 || endTime :2015-01-06 14:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 14:21:19 || endTime :2015-01-06 15:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 15:21:19 || endTime :2015-01-06 16:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 16:21:19 || endTime :2015-01-06 17:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 17:21:19 || endTime :2015-01-06 18:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 18:21:19 || endTime :2015-01-06 19:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 19:21:19 || endTime :2015-01-06 20:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 20:21:19 || endTime :2015-01-06 21:21:19 || tweets/hour :2 || average # followers :35602
startTime :2015-01-06 21:21:19 || endTime :2015-01-06 22:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 22:21:19 || endTime :2015-01-06 23:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 23:21:19 || endTime :2015-01-07 00:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 00:21:19 || endTime :2015-01-07 01:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 01:21:19 || endTime :2015-01-07 02:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 02:21:19 || endTime :2015-01-07 03:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 03:21:19 || endTime :2015-01-07 04:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 04:21:19 || endTime :2015-01-07 05:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 05:21:19 || endTime :2015-01-07 06:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 06:21:19 || endTime :2015-01-07 07:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 07:21:19 || endTime :2015-01-07 08:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 08:21:19 || endTime :2015-01-07 09:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 09:21:19 || endTime :2015-01-07 10:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 10:21:19 || endTime :2015-01-07 11:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 11:21:19 || endTime :2015-01-07 12:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 12:21:19 || endTime :2015-01-07 13:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 13:21:19 || endTime :2015-01-07 14:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 14:21:19 || endTime :2015-01-07 15:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 15:21:19 || endTime :2015-01-07 16:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 16:21:19 || endTime :2015-01-07 17:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 17:21:19 || endTime :2015-01-07 18:21:19 || tweets/hour :1 || average # followers :1110
startTime :2015-01-07 18:21:19 || endTime :2015-01-07 19:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 19:21:19 || endTime :2015-01-07 20:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 20:21:19 || endTime :2015-01-07 21:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 21:21:19 || endTime :2015-01-07 22:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 22:21:19 || endTime :2015-01-07 23:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 23:21:19 || endTime :2015-01-08 00:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 00:21:19 || endTime :2015-01-08 01:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 01:21:19 || endTime :2015-01-08 02:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 02:21:19 || endTime :2015-01-08 03:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 03:21:19 || endTime :2015-01-08 04:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 04:21:19 || endTime :2015-01-08 05:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 05:21:19 || endTime :2015-01-08 06:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 06:21:19 || endTime :2015-01-08 07:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 07:21:19 || endTime :2015-01-08 08:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 08:21:19 || endTime :2015-01-08 09:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 09:21:19 || endTime :2015-01-08 10:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 10:21:19 || endTime :2015-01-08 11:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 11:21:19 || endTime :2015-01-08 12:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 12:21:19 || endTime :2015-01-08 13:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 13:21:19 || endTime :2015-01-08 14:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 14:21:19 || endTime :2015-01-08 15:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 15:21:19 || endTime :2015-01-08 16:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 16:21:19 || endTime :2015-01-08 17:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 17:21:19 || endTime :2015-01-08 18:21:19 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 18:21:19 || endTime :2015-01-08 19:21:19 || tweets/hour :2 || average # followers :11024
startTime :2015-01-08 19:21:19 || endTime :2015-01-08 20:21:19 || tweets/hour :1 || average # followers :7282
