startTime :2014-12-28 22:14:35 || endTime :2014-12-28 23:14:35 || tweets/hour :1 || average # followers :2318
startTime :2014-12-29 22:14:35 || endTime :2014-12-29 23:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-29 23:14:35 || endTime :2014-12-30 00:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 00:14:35 || endTime :2014-12-30 01:14:35 || tweets/hour :1 || average # followers :950
startTime :2014-12-30 01:14:35 || endTime :2014-12-30 02:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 02:14:35 || endTime :2014-12-30 03:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 03:14:35 || endTime :2014-12-30 04:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 04:14:35 || endTime :2014-12-30 05:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 05:14:35 || endTime :2014-12-30 06:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 06:14:35 || endTime :2014-12-30 07:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 07:14:35 || endTime :2014-12-30 08:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 08:14:35 || endTime :2014-12-30 09:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 09:14:35 || endTime :2014-12-30 10:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 10:14:35 || endTime :2014-12-30 11:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 11:14:35 || endTime :2014-12-30 12:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 12:14:35 || endTime :2014-12-30 13:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 13:14:35 || endTime :2014-12-30 14:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 14:14:35 || endTime :2014-12-30 15:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 15:14:35 || endTime :2014-12-30 16:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 16:14:35 || endTime :2014-12-30 17:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 17:14:35 || endTime :2014-12-30 18:14:35 || tweets/hour :1 || average # followers :595
startTime :2014-12-30 18:14:35 || endTime :2014-12-30 19:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 19:14:35 || endTime :2014-12-30 20:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 20:14:35 || endTime :2014-12-30 21:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 21:14:35 || endTime :2014-12-30 22:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 22:14:35 || endTime :2014-12-30 23:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-30 23:14:35 || endTime :2014-12-31 00:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 00:14:35 || endTime :2014-12-31 01:14:35 || tweets/hour :2 || average # followers :187
startTime :2014-12-31 01:14:35 || endTime :2014-12-31 02:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 02:14:35 || endTime :2014-12-31 03:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 03:14:35 || endTime :2014-12-31 04:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 04:14:35 || endTime :2014-12-31 05:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 05:14:35 || endTime :2014-12-31 06:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 06:14:35 || endTime :2014-12-31 07:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 07:14:35 || endTime :2014-12-31 08:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 08:14:35 || endTime :2014-12-31 09:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 09:14:35 || endTime :2014-12-31 10:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 10:14:35 || endTime :2014-12-31 11:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 11:14:35 || endTime :2014-12-31 12:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 12:14:35 || endTime :2014-12-31 13:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 13:14:35 || endTime :2014-12-31 14:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 14:14:35 || endTime :2014-12-31 15:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 15:14:35 || endTime :2014-12-31 16:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 16:14:35 || endTime :2014-12-31 17:14:35 || tweets/hour :1 || average # followers :432
startTime :2014-12-31 17:14:35 || endTime :2014-12-31 18:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 18:14:35 || endTime :2014-12-31 19:14:35 || tweets/hour :1 || average # followers :254
startTime :2014-12-31 19:14:35 || endTime :2014-12-31 20:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 20:14:35 || endTime :2014-12-31 21:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 21:14:35 || endTime :2014-12-31 22:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 22:14:35 || endTime :2014-12-31 23:14:35 || tweets/hour :0 || average # followers :0
startTime :2014-12-31 23:14:35 || endTime :2015-01-01 00:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 00:14:35 || endTime :2015-01-01 01:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 01:14:35 || endTime :2015-01-01 02:14:35 || tweets/hour :1 || average # followers :820
startTime :2015-01-01 02:14:35 || endTime :2015-01-01 03:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 03:14:35 || endTime :2015-01-01 04:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 04:14:35 || endTime :2015-01-01 05:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 05:14:35 || endTime :2015-01-01 06:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 06:14:35 || endTime :2015-01-01 07:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 07:14:35 || endTime :2015-01-01 08:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 08:14:35 || endTime :2015-01-01 09:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 09:14:35 || endTime :2015-01-01 10:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 10:14:35 || endTime :2015-01-01 11:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 11:14:35 || endTime :2015-01-01 12:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 12:14:35 || endTime :2015-01-01 13:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 13:14:35 || endTime :2015-01-01 14:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 14:14:35 || endTime :2015-01-01 15:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 15:14:35 || endTime :2015-01-01 16:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 16:14:35 || endTime :2015-01-01 17:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 17:14:35 || endTime :2015-01-01 18:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 18:14:35 || endTime :2015-01-01 19:14:35 || tweets/hour :2 || average # followers :181
startTime :2015-01-01 19:14:35 || endTime :2015-01-01 20:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 20:14:35 || endTime :2015-01-01 21:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 21:14:35 || endTime :2015-01-01 22:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 22:14:35 || endTime :2015-01-01 23:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-01 23:14:35 || endTime :2015-01-02 00:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 00:14:35 || endTime :2015-01-02 01:14:35 || tweets/hour :1 || average # followers :1612
startTime :2015-01-02 01:14:35 || endTime :2015-01-02 02:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 02:14:35 || endTime :2015-01-02 03:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 03:14:35 || endTime :2015-01-02 04:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 04:14:35 || endTime :2015-01-02 05:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 05:14:35 || endTime :2015-01-02 06:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 06:14:35 || endTime :2015-01-02 07:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 07:14:35 || endTime :2015-01-02 08:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 08:14:35 || endTime :2015-01-02 09:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 09:14:35 || endTime :2015-01-02 10:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 10:14:35 || endTime :2015-01-02 11:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 11:14:35 || endTime :2015-01-02 12:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 12:14:35 || endTime :2015-01-02 13:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 13:14:35 || endTime :2015-01-02 14:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 14:14:35 || endTime :2015-01-02 15:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 15:14:35 || endTime :2015-01-02 16:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 16:14:35 || endTime :2015-01-02 17:14:35 || tweets/hour :2 || average # followers :1117
startTime :2015-01-02 17:14:35 || endTime :2015-01-02 18:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 18:14:35 || endTime :2015-01-02 19:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 19:14:35 || endTime :2015-01-02 20:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 20:14:35 || endTime :2015-01-02 21:14:35 || tweets/hour :1 || average # followers :828
startTime :2015-01-02 21:14:35 || endTime :2015-01-02 22:14:35 || tweets/hour :1 || average # followers :766
startTime :2015-01-02 22:14:35 || endTime :2015-01-02 23:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-02 23:14:35 || endTime :2015-01-03 00:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 00:14:35 || endTime :2015-01-03 01:14:35 || tweets/hour :1 || average # followers :1003
startTime :2015-01-03 01:14:35 || endTime :2015-01-03 02:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 02:14:35 || endTime :2015-01-03 03:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 03:14:35 || endTime :2015-01-03 04:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 04:14:35 || endTime :2015-01-03 05:14:35 || tweets/hour :1 || average # followers :678
startTime :2015-01-03 05:14:35 || endTime :2015-01-03 06:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 06:14:35 || endTime :2015-01-03 07:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 07:14:35 || endTime :2015-01-03 08:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 08:14:35 || endTime :2015-01-03 09:14:35 || tweets/hour :1 || average # followers :1176
startTime :2015-01-03 09:14:35 || endTime :2015-01-03 10:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 10:14:35 || endTime :2015-01-03 11:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 11:14:35 || endTime :2015-01-03 12:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 12:14:35 || endTime :2015-01-03 13:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 13:14:35 || endTime :2015-01-03 14:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 14:14:35 || endTime :2015-01-03 15:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 15:14:35 || endTime :2015-01-03 16:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 16:14:35 || endTime :2015-01-03 17:14:35 || tweets/hour :1 || average # followers :165
startTime :2015-01-03 17:14:35 || endTime :2015-01-03 18:14:35 || tweets/hour :1 || average # followers :777
startTime :2015-01-03 18:14:35 || endTime :2015-01-03 19:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 19:14:35 || endTime :2015-01-03 20:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 20:14:35 || endTime :2015-01-03 21:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 21:14:35 || endTime :2015-01-03 22:14:35 || tweets/hour :1 || average # followers :151
startTime :2015-01-03 22:14:35 || endTime :2015-01-03 23:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-03 23:14:35 || endTime :2015-01-04 00:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 00:14:35 || endTime :2015-01-04 01:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 01:14:35 || endTime :2015-01-04 02:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 02:14:35 || endTime :2015-01-04 03:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 03:14:35 || endTime :2015-01-04 04:14:35 || tweets/hour :2 || average # followers :305
startTime :2015-01-04 04:14:35 || endTime :2015-01-04 05:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 05:14:35 || endTime :2015-01-04 06:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 06:14:35 || endTime :2015-01-04 07:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 07:14:35 || endTime :2015-01-04 08:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 08:14:35 || endTime :2015-01-04 09:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 09:14:35 || endTime :2015-01-04 10:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 10:14:35 || endTime :2015-01-04 11:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 11:14:35 || endTime :2015-01-04 12:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 12:14:35 || endTime :2015-01-04 13:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 13:14:35 || endTime :2015-01-04 14:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 14:14:35 || endTime :2015-01-04 15:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 15:14:35 || endTime :2015-01-04 16:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 16:14:35 || endTime :2015-01-04 17:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 17:14:35 || endTime :2015-01-04 18:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 18:14:35 || endTime :2015-01-04 19:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 19:14:35 || endTime :2015-01-04 20:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 20:14:35 || endTime :2015-01-04 21:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 21:14:35 || endTime :2015-01-04 22:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 22:14:35 || endTime :2015-01-04 23:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-04 23:14:35 || endTime :2015-01-05 00:14:35 || tweets/hour :1 || average # followers :443
startTime :2015-01-05 00:14:35 || endTime :2015-01-05 01:14:35 || tweets/hour :1 || average # followers :1704
startTime :2015-01-05 01:14:35 || endTime :2015-01-05 02:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 02:14:35 || endTime :2015-01-05 03:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 03:14:35 || endTime :2015-01-05 04:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 04:14:35 || endTime :2015-01-05 05:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 05:14:35 || endTime :2015-01-05 06:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 06:14:35 || endTime :2015-01-05 07:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 07:14:35 || endTime :2015-01-05 08:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 08:14:35 || endTime :2015-01-05 09:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 09:14:35 || endTime :2015-01-05 10:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 10:14:35 || endTime :2015-01-05 11:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 11:14:35 || endTime :2015-01-05 12:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 12:14:35 || endTime :2015-01-05 13:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 13:14:35 || endTime :2015-01-05 14:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 14:14:35 || endTime :2015-01-05 15:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 15:14:35 || endTime :2015-01-05 16:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 16:14:35 || endTime :2015-01-05 17:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 17:14:35 || endTime :2015-01-05 18:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 18:14:35 || endTime :2015-01-05 19:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 19:14:35 || endTime :2015-01-05 20:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 20:14:35 || endTime :2015-01-05 21:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 21:14:35 || endTime :2015-01-05 22:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-05 22:14:35 || endTime :2015-01-05 23:14:35 || tweets/hour :2 || average # followers :1131
startTime :2015-01-05 23:14:35 || endTime :2015-01-06 00:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 00:14:35 || endTime :2015-01-06 01:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 01:14:35 || endTime :2015-01-06 02:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 02:14:35 || endTime :2015-01-06 03:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 03:14:35 || endTime :2015-01-06 04:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 04:14:35 || endTime :2015-01-06 05:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 05:14:35 || endTime :2015-01-06 06:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 06:14:35 || endTime :2015-01-06 07:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 07:14:35 || endTime :2015-01-06 08:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 08:14:35 || endTime :2015-01-06 09:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 09:14:35 || endTime :2015-01-06 10:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 10:14:35 || endTime :2015-01-06 11:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 11:14:35 || endTime :2015-01-06 12:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 12:14:35 || endTime :2015-01-06 13:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 13:14:35 || endTime :2015-01-06 14:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 14:14:35 || endTime :2015-01-06 15:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 15:14:35 || endTime :2015-01-06 16:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 16:14:35 || endTime :2015-01-06 17:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 17:14:35 || endTime :2015-01-06 18:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 18:14:35 || endTime :2015-01-06 19:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 19:14:35 || endTime :2015-01-06 20:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 20:14:35 || endTime :2015-01-06 21:14:35 || tweets/hour :1 || average # followers :16636
startTime :2015-01-06 21:14:35 || endTime :2015-01-06 22:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-06 22:14:35 || endTime :2015-01-06 23:14:35 || tweets/hour :2 || average # followers :360757
startTime :2015-01-06 23:14:35 || endTime :2015-01-07 00:14:35 || tweets/hour :1 || average # followers :323
startTime :2015-01-07 00:14:35 || endTime :2015-01-07 01:14:35 || tweets/hour :1 || average # followers :31
startTime :2015-01-07 01:14:35 || endTime :2015-01-07 02:14:35 || tweets/hour :1 || average # followers :260
startTime :2015-01-07 02:14:35 || endTime :2015-01-07 03:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 03:14:35 || endTime :2015-01-07 04:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 04:14:35 || endTime :2015-01-07 05:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 05:14:35 || endTime :2015-01-07 06:14:35 || tweets/hour :1 || average # followers :117
startTime :2015-01-07 06:14:35 || endTime :2015-01-07 07:14:35 || tweets/hour :1 || average # followers :1390
startTime :2015-01-07 07:14:35 || endTime :2015-01-07 08:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 08:14:35 || endTime :2015-01-07 09:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 09:14:35 || endTime :2015-01-07 10:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 10:14:35 || endTime :2015-01-07 11:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 11:14:35 || endTime :2015-01-07 12:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 12:14:35 || endTime :2015-01-07 13:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 13:14:35 || endTime :2015-01-07 14:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 14:14:35 || endTime :2015-01-07 15:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 15:14:35 || endTime :2015-01-07 16:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 16:14:35 || endTime :2015-01-07 17:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 17:14:35 || endTime :2015-01-07 18:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 18:14:35 || endTime :2015-01-07 19:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 19:14:35 || endTime :2015-01-07 20:14:35 || tweets/hour :1 || average # followers :963
startTime :2015-01-07 20:14:35 || endTime :2015-01-07 21:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 21:14:35 || endTime :2015-01-07 22:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 22:14:35 || endTime :2015-01-07 23:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-07 23:14:35 || endTime :2015-01-08 00:14:35 || tweets/hour :1 || average # followers :722060
startTime :2015-01-08 00:14:35 || endTime :2015-01-08 01:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 01:14:35 || endTime :2015-01-08 02:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 02:14:35 || endTime :2015-01-08 03:14:35 || tweets/hour :1 || average # followers :1729
startTime :2015-01-08 03:14:35 || endTime :2015-01-08 04:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 04:14:35 || endTime :2015-01-08 05:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 05:14:35 || endTime :2015-01-08 06:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 06:14:35 || endTime :2015-01-08 07:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 07:14:35 || endTime :2015-01-08 08:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 08:14:35 || endTime :2015-01-08 09:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 09:14:35 || endTime :2015-01-08 10:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 10:14:35 || endTime :2015-01-08 11:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 11:14:35 || endTime :2015-01-08 12:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 12:14:35 || endTime :2015-01-08 13:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 13:14:35 || endTime :2015-01-08 14:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 14:14:35 || endTime :2015-01-08 15:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 15:14:35 || endTime :2015-01-08 16:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 16:14:35 || endTime :2015-01-08 17:14:35 || tweets/hour :1 || average # followers :1092927
startTime :2015-01-08 17:14:35 || endTime :2015-01-08 18:14:35 || tweets/hour :1 || average # followers :110587
startTime :2015-01-08 18:14:35 || endTime :2015-01-08 19:14:35 || tweets/hour :0 || average # followers :0
startTime :2015-01-08 19:14:35 || endTime :2015-01-08 20:14:35 || tweets/hour :0 || average # followers :0
